economy,year,crisis_label,is_anomaly_combined,GDP_Growth,GDP_PerCapita_Growth,Inflation_CPI,Total_Reserves,Unemployment,Current_Account_GDP,Trade_GDP,FDI_Inflows_GDP,Exports_GDP,Imports_GDP,Gross_Savings_GDP,Exchange_Rate,Manufacturing_Value,Investment_GDP
POL,2000,0,0,0.08385667149258641,0.043525682140242536,0.0003986600019630882,0.09726178319086985,0.014566330672752136,0.0029443133087134225,0.003575527904182605,0.0041102551197265014,0.011327761885788285,1.1201054909543406e-05,0.03753032354559404,0.006367351602754039,0.008709491877383659,0.07902592181200274
POL,2001,1,0,0.008488075784309714,4.277652954729454e-05,0.0001375191570980844,0.10682607082744422,0.02417062913315583,0.0014466645768022408,0.004516973098818231,0.0068433260562306905,0.014365566668163968,1.5832336051259452e-05,0.04324334827987182,0.00779379549808258,0.005538206710195663,0.09432182824962812
POL,2002,1,0,0.0035062857148028185,8.151801831484817e-05,3.73742646750262e-05,0.028563750331463203,0.0063079193301044615,0.001772607022799101,0.0014474805806450248,0.001811726200586669,0.009934191777993723,0.001271676444545179,0.007593262762504581,0.0021737261769457362,0.0014184506611279802,0.02926451315058887
POL,2003,1,0,0.0028333407864900026,0.0006372326437658578,1.917316775239139e-05,0.009571242180305918,0.0019517175475317053,0.0009069187208067348,0.0005734675290451431,0.0005639191704905068,0.006807398568387755,0.002139919393928417,0.002596522925874798,0.0007222406530117083,0.0005662431583476193,0.00948596050906813
POL,2004,1,0,0.00017469553264866752,2.4960127869748805e-07,1.8590448733475602e-06,0.0018273694803557674,0.0004052231125503601,0.00018242769026438613,9.444927880365004e-05,0.00011720852916593827,0.0005219462574790349,4.529144774400563e-05,0.0002976796677460351,0.00014339159774422582,7.942528049386408e-05,0.0021561698291080542
POL,2005,0,0,0.0030305317637338873,0.0008395444784472249,1.9544219295702828e-05,0.00863346913577879,0.0016159010757148067,0.00039088968954678605,0.00036559319462196914,0.00046059197769366273,0.0014597854324036761,1.728549419514359e-05,0.0025876063487312697,0.0006152761408480686,0.0005581646020191032,0.008179571189096124
POL,2006,0,0,0.0053540185952576005,0.008986156896169717,2.6030483189859235e-06,0.002741871295673506,0.0013340025519269873,0.0003040731563037307,9.906738628423991e-05,0.00037071820490091137,2.4389474982650633e-05,0.0007970170122722906,0.0025198140972641186,0.00023046564937308822,1.3970991662585796e-05,0.0020127314272333744
POL,2007,0,0,0.012506579407946998,0.017376633563523355,1.3451688546487808e-05,0.0015248642406786466,0.0012652421095552646,0.00026962851022949223,9.753923536377754e-05,0.0003555893860752449,0.0001730997712827163,4.442944882958014e-05,0.001614530327103055,0.00016189819226564473,1.2452683865349097e-05,0.001296218389358204
POL,2008,0,0,0.013933418520094368,0.029114351495494312,2.469740600642929e-06,0.019688752862520344,0.007638384214424973,0.00017346246761329296,0.0008145917127688978,0.0021485865704926575,0.00026823933231359345,0.0018478331348319287,0.010799287680211435,0.0016347546665817273,0.00024987472541186537,0.017964882013402926
POL,2009,0,0,0.006900035797483593,0.031449283083127284,1.2309937026435563e-05,0.07659200559240703,0.02350219453659079,6.00397832753966e-05,0.0032506184467762803,0.00660879655814285,0.0049632627427951825,0.0016307142762818168,0.04246311351258965,0.005908112797796022,0.002288351952604154,0.06388406292792098
POL,2010,0,0,0.014322182996087651,0.049999459655718705,5.524770339014834e-06,0.0900892385520636,0.028731933855837905,8.480579584274449e-05,0.003685788176136827,0.008084583116214098,0.0033133053958493176,0.004095699069626377,0.046832096535923434,0.0070608806651822065,0.0023090778239878945,0.07881103315506144
POL,2011,0,0,0.006011473311009765,0.02856565836601734,1.1367596384770275e-05,0.07288194166734568,0.021995847344170864,1.3320607954259629e-05,0.002911374224500881,0.0061897563999515366,0.0027105737072028453,0.003159695835458569,0.03669946446663344,0.005628003377178981,0.002146225634838257,0.06362351056460065
POL,2012,0,0,0.0060202596287443535,0.02775507960121738,1.0480281399836067e-05,0.06860261485044387,0.02089069516273583,2.1246835571755378e-05,0.0028278974394160316,0.005878391084639668,0.0033977295856446707,0.0021811978075584743,0.03577057420183682,0.005303191293460428,0.002017630852370055,0.05897413878066242
POL,2013,0,0,0.0112604181969483,0.044366355870109134,8.624402019807326e-06,0.09293714690021714,0.02895567952087354,6.2097225920230535e-06,0.003865030794009888,0.00815965134670799,0.004425128170467624,0.003180418108479696,0.04579561837756118,0.007279048429527372,0.002495870956929881,0.08278134819295623
POL,2014,0,0,0.009759676544643055,0.04519137593740766,1.7644766778386285e-05,0.11209994381864079,0.03414688224122236,5.121294067250709e-05,0.0046209852720692545,0.009605324298252484,0.005687918523928014,0.0034573044682811756,0.059443668966524726,0.008652490625291779,0.003322499625814178,0.09554509704325434
POL,2015,0,0,0.014190917946213006,0.0616117360772747,2.186514443731175e-05,0.14258921721987833,0.044123581525920934,0.000259020885688138,0.00600691007270743,0.012393562106563087,0.008792065333396682,0.003330071966754582,0.08273117890490442,0.010970555871043024,0.004253837749264494,0.11639597222859736
POL,2016,0,0,0.010983338523772585,0.0681928901296353,5.690220275831526e-05,0.21654149715242987,0.06411525007015727,0.00018511338170980638,0.009056792145814039,0.018009550324524903,0.014243667467577447,0.004298875240858511,0.12349155663936864,0.01645994636585562,0.007190166535073241,0.17579678502173718
POL,2017,0,0,0.01374451848085166,0.10649923683432473,0.00011612038905558859,0.3946987881200186,0.11408315756703509,5.966753800107146e-06,0.016244158077453535,0.03209963844399956,0.023573586353958197,0.009127825364924371,0.2050565373846601,0.030048988435324008,0.01329685742485885,0.3340710387619463
POL,2018,0,0,0.0183808913691606,0.11253307395889897,8.354462905406066e-05,0.35491436310026103,0.10475982871819554,1.3502233258929355e-05,0.014760714035584236,0.029486861728784924,0.02198369775072923,0.007920586099018877,0.18426915040050057,0.027212901570776802,0.0113570448977397,0.30248353293392427
POL,2019,0,0,0.02394663667730703,0.1220713642041617,6.164250943658259e-05,0.33090369765332706,0.09986874353674585,4.6813745705772096e-05,0.014000804533272073,0.028112509761355247,0.022172847972540318,0.006569742723558879,0.17467979877522777,0.025526539433684454,0.010098284589873004,0.2815786464637431
POL,2020,1,0,0.13996100911005488,0.2840072696340886,3.291647215682215e-05,0.17556415138366113,0.07068360625770959,0.0006821061784936066,0.008472309793801956,0.019959358266358057,0.013492832730000924,0.003824507904763113,0.09417483592001157,0.014941014587123286,0.0019326098448078557,0.16344733594391314
POL,2021,0,0,0.15533209598670428,0.40020272327025347,1.9351811736231803e-07,0.4403122853511108,0.15498735064950922,0.0006311597725577471,0.019696925228428124,0.043702539070139636,0.02921421462491945,0.010684615212482838,0.23226262478345902,0.035763901358206264,0.008401455847541938,0.3945572236681768
POL,2022,0,0,0.03928076811577078,0.18003389211357343,7.146584892958812e-05,0.44160919908581814,0.13481042750335281,0.0004820224434218583,0.018089826570667565,0.03788225475539704,0.021024501763771054,0.014708580407551292,0.24338160154005564,0.0339553580810981,0.013237498170074897,0.3692435294235866
POL,2023,0,0,0.03418356676933022,0.1835027202809482,0.00010481234498358929,0.5207811297417578,0.15585679461125596,9.044455250359465e-05,0.021714193920987057,0.04385581240477462,0.030237608159156323,0.012991738709717643,0.2738788751064621,0.040037873544661706,0.01615739588367751,0.4430141347208647
POL,2024,0,1,0.03159499748477136,0.21474062225302665,0.00018343435302982164,0.7321540439755502,0.2131707398156947,1.6256205506795305e-05,0.030006412243810492,0.06003821058033622,0.03896563908144337,0.020339716357418297,0.3616681963144038,0.05612002772095267,0.02362885141711184,0.6372190901802556
PRT,1990,1,0,0.11141841042783716,0.061197683881758065,0.0005387143995962083,0.11228046613486095,0.01670260322609286,0.0020699262391715217,0.004644782732273018,0.004691358230769008,0.02898868611354466,0.002848881768062414,0.059100694846234945,0.007175148305274397,0.011144504632487359,0.07747988952809114
PRT,1991,1,0,0.09005824011487899,0.07766921856591331,0.00026342260615582093,0.01582214639668446,0.0007115412304210376,0.002352958384663214,0.0007859760474014301,0.00020347222548447967,0.01697128138234666,0.008669212028569701,0.0070422124078589705,0.0008427395039123148,0.0033796657485332072,0.009314622700719257
