GDP_Growth,Inflation_CPI,Unemployment,Current_Account_GDP,Reserves_Months_Imports,FDI_Inflows_GDP,Exports_GDP,Imports_GDP,Gross_Savings_GDP,Investment_GDP,Manufacturing_Value,Domestic_Credit_GDP,Broad_Money_Growth,Exchange_Depreciation,economy,year,is_anomaly_combined
0.011050913373747055,0.0006526918244857019,0.02117242542098261,0.0022662713269504726,0.030951435819978917,0.0015557813276161983,0.0011416429688056418,0.007956334737675713,0.055156711860662996,0.03496110669889375,0.025581233892889157,0.02393644141423396,0.00011053813128394948,0.0014962581097261271,CZE,2002,0
0.002258782360453188,0.0033102596957355897,0.003562189126952611,1.759826700476429e-05,0.005307710810755868,0.00025197698190346685,4.969218993309231e-05,0.003144622118879647,0.013006609762068074,0.004486215292949974,0.004421248354029058,0.004268218794732368,0.0029749419372834163,5.8600248502965684e-05,CZE,2003,0
0.0030199126979499487,0.0011560500958618198,0.00577585733272933,0.009460986746892658,0.009249346344606772,0.000404072409980726,9.770787815578593e-06,0.0039754616623543316,0.00044109772853579825,0.02969953147868135,0.006428340879395388,0.007625019922840915,0.0007391328892187161,0.00022999203176920144,CZE,2004,0
0.0022509379868384644,0.0005392530369025079,0.004505994954339014,0.011699871360604897,0.007387705884340748,0.000312978711240838,3.4210082545145827e-06,0.003283626758865058,0.000148808749152032,0.03031582207008245,0.004872838733862804,0.0061494330446807,0.00027638593052097085,0.00020255027458487523,CZE,2005,0
9.822819058474179e-05,0.000617364288459855,0.00020809542462076652,0.013054327026530343,0.0005998699655423833,9.577586101040939e-06,0.0013537808783835093,0.002577918055459811,0.0179528954588985,0.018177419336308325,0.00012814873715226706,0.0006590283166441279,0.0005800440407296833,4.302765966766857e-06,CZE,2006,0
0.00214760663923792,0.0028109764598609967,0.003611534615625654,0.003814952150499203,0.005989069369670393,0.00024202561781898083,0.0018268180814783252,0.008473007703129733,0.0008598083943864453,0.017140930665173644,0.004236691066121937,0.005069720784191554,0.002404637554483331,5.9366559395021455e-05,CZE,2007,0
0.004478383505491517,0.00495234427416378,0.008356518569441956,0.033530153650689974,0.014234626642513733,0.0005632249754532658,3.070173578241636e-06,0.006459755939176481,0.004272326835169331,0.07484011580229102,0.008646491126447607,0.01229760450222839,0.004097281405137794,0.00013580914676197052,CZE,2008,0
0.007492456577394448,0.005412545485052804,0.013433894771355055,0.013670661156861722,0.021429140666086616,0.0009322288849286587,0.00038460022617622377,0.013952904826214604,0.0050188309163366664,0.05629297683274105,0.015441618194784804,0.017702180681373466,0.004168905726487413,0.00039416400803786016,CZE,2009,0
0.0011984159382676485,0.00016775406532053538,0.0023363062208618304,0.004261333843459889,0.0026924122736319907,0.00019398870310683117,0.005533421575724964,0.0010832087511289683,0.040229953289480924,0.00093990535384428,0.0030984841130704192,0.0017620934327274393,0.0003406218118272019,0.00032297913065943416,CZE,2010,0
0.0024629134511070937,0.00112536358229573,0.004959473879821319,0.009899024199518588,0.00585318106146459,0.00040746530199192146,0.0054394857749048165,0.00024510518845192254,0.08506432939416984,0.0018153973257411002,0.006780111649144126,0.0038277233748951643,0.00184803388077907,0.0008467368437423876,CZE,2011,0
5.179411746040157e-05,0.0013924886941975613,0.00018231548405455014,0.0014077658098571397,0.0001512285839553501,1.829261764608513e-05,0.0018101384670876012,0.0009389690899396384,0.007409291333074514,0.0010710160542204887,0.0002632560165743298,6.379939537294676e-05,0.001675876718568996,0.000130587870464516,CZE,2012,0
0.0029585476250174117,0.002059678822855026,0.006773846343661606,0.0002808383834397699,0.009284192919336832,0.0005270163640526363,0.004683495831926634,1.0248025511266821e-05,0.024079491295150093,0.007134398769932719,0.008137317907906874,0.00672875344679892,0.003312688455841787,0.0010735269629482654,CZE,2013,0
0.0077740544601594954,0.00046292537695873765,0.015983409547406065,4.073804907047517e-05,0.02208562317101077,0.0012219250968221462,0.00670300424480214,0.00070089556134354,0.0682142545873582,0.013585294072141615,0.01951694691462214,0.01632133159023269,0.0013666893662116306,0.0017635487632723925,CZE,2014,0
0.01781802286998197,0.0001464069396598141,0.0343659219089577,0.00013490559031935064,0.04751489109987642,0.002605235257834378,0.011521160868937652,0.0025369507647981337,0.16801221403061598,0.02369828175192626,0.04236679936943165,0.03545276603892459,5.645016546792432e-05,0.0029219685643124115,CZE,2015,0
0.02953250868693119,0.00046023518970066964,0.059467861717421175,0.0001719077956673845,0.08275348399768076,0.0045169582022397785,0.01940243148246731,0.004730834732429919,0.24948459609573212,0.052809607789427615,0.07276028304490424,0.06159350626632214,0.0025045276607544888,0.005992776155942392,CZE,2016,0
0.07274939120715082,3.5990891803200807e-06,0.14677759714438765,0.021314434388076568,0.21087948079992086,0.010973969755262498,0.03846256687502388,0.018022556648063945,0.3709333238337357,0.2398834111148895,0.17466206207571722,0.16072532535001297,0.0020496700847235675,0.012906662182121097,CZE,2017,0
0.044150237745727086,0.00047524220349351833,0.09051677888432323,0.01322124892127731,0.12980496173700168,0.006786982832612726,0.024379953019760984,0.010664809432667975,0.22845547552718842,0.14744110335732263,0.10778141834623105,0.09854131598981056,0.0032819729477048106,0.008631635747009288,CZE,2018,0
0.04342646247853765,1.0897425772357597e-06,0.08729588677152578,0.010312578508774015,0.12476789495196972,0.006542894859996168,0.026428476652897697,0.008556277940741083,0.23711897257099082,0.13300825262333804,0.10402680166116983,0.0948602670729167,0.0010278068865476756,0.007622871151184927,CZE,2019,0
0.012928789759962896,0.009169437665669855,0.02989821978848359,0.004928211421943,0.042254298965097366,0.002290410273558651,0.011064691871101375,0.00196216962189256,0.07339097662760642,0.04815375568514637,0.035645379086537206,0.031161876925835937,0.014866300672517508,0.004683914682191716,CZE,2020,0
0.015234885813571644,0.0001416164212722829,0.032738335982972724,0.03596437302047838,0.04928949051610473,0.0024104351334736074,0.011093288593311629,0.003108984342081552,0.015487116607625848,0.12063804304687506,0.03656193394719628,0.03864798105322268,0.0011206027826747473,0.0028497379418769226,CZE,2021,0
0.0024935481042821853,8.753829964014996e-05,0.0050474628759914,0.003197062753218049,0.007390393415930354,0.00037492503707659556,0.003088557129123877,6.36570035318695e-05,0.005810205209623577,0.013534928095344291,0.005695789666587422,0.005757162037885133,4.464945451712996e-06,0.00034845336418738373,CZE,2022,0
0.00018316632562587678,0.0025083973633870586,0.0006935918486033313,0.0012320119573869651,0.0009444227535613929,5.7282202613288016e-05,0.0024454351628068367,0.0005807401347561529,0.00018401624614010389,0.0024937555243023683,0.0007288644834511246,0.00065196040900478,0.0031710828816977122,0.0002657821816694169,CZE,2023,0
0.0013821161229613627,0.0011122101169115403,0.00338640542872688,0.0032672711642794798,0.004892219100004666,0.0002591358947072106,0.003260328502963631,1.8423376367713447e-05,0.002422149764301952,0.01052353289293344,0.0037625110776386083,0.003679141557149862,0.001773746918813148,0.0005072843566383901,CZE,2024,0
0.014623002801905316,4.52390978489728e-05,0.027160008095605728,0.008832497912961318,0.036955397262759745,0.0020578894903956033,0.0008610984289660374,0.010786790190966462,0.21787657543199032,0.004533186100454296,0.035661897253809416,0.027078505823362423,0.00013079066329183518,0.002563189450082375,DEU,1990,0
0.011735911842116883,9.267796849103998e-05,0.0211409843426345,0.018932109235326105,0.027913682580590807,0.0016184473042696438,0.0006284850545320361,0.0081797667607876,0.2368220578035129,3.4116560844029885e-05,0.02865779470651163,0.020053883838491573,3.5278805101118555e-05,0.0020253440502556066,DEU,1991,0
0.0018307975634203183,0.0007998574443346138,0.0033701056903317275,0.019298777970981087,0.0039456291607077145,0.00027230431161132037,2.0077262995954446e-05,0.0021553204974104874,0.09383701738951318,0.006143234516442076,0.005237596502744985,0.0025110895014339237,0.001342453974922338,0.0006473388560439365,DEU,1992,0
0.0008075976825038879,0.001765536184309654,0.0014900532575433075,0.010384960560694672,0.002558195321678443,0.00010058082588696503,0.0009515262267977167,4.3703783705993085e-05,0.003088628000908749,0.01799971522621682,0.0013816074867513462,0.002267743856662913,0.0016369235665190352,4.359620564958011e-06,DEU,1993,0
5.617533954808314e-06,0.00036949707351163123,2.1286574792403936e-05,0.009980089886863512,0.0001039336798014155,6.217621499875002e-07,9.505393541758963e-05,2.578145746089166e-06,0.01576738805578955,0.010319350546940623,2.2135490206748722e-08,0.000144714741244639,0.000391678312657529,1.587698645285181e-05,DEU,1994,0
2.769809346343706e-05,0.001906853383893802,2.7802607595570488e-05,0.007441308899903758,0.00012177320939616741,7.044271552373662e-07,8.09955769427726e-09,6.22550908780685e-05,0.011464613460284143,0.008356621544772442,1.7025531272847514e-06,0.00017562112654250032,0.002101382561916768,6.319360732105302e-05,DEU,1995,0
9.599437691378246e-05,0.0007129841427302958,0.00013656890518948738,0.0011009125672965811,0.00025881989141765316,8.289531120256343e-06,1.0540956178828956e-05,0.00019706303333677212,0.0004917173306771077,0.0020933834422177163,0.0001286788776117077,0.0002478759357717506,0.0007330561696649773,3.631784897647785e-06,DEU,1996,0
2.866184566292953e-05,2.3019845582895957e-05,5.6024038236089876e-05,0.00043652970069916466,0.00010989804796196369,3.4390723197367504e-06,0.00013489866213576123,0.00031857829353399423,0.0002441202595771322,0.00092916170005405,5.832125291513126e-05,9.99043589016008e-05,1.6424615489503948e-05,1.1541298662807004e-06,DEU,1997,0
5.659533016491046e-06,0.0004906268164655532,3.524933996973271e-06,0.0016123281945475726,2.8683186842393265e-05,7.58995199547498e-09,0.0005498503100463394,0.0006367842622539639,0.00305935889388744,0.002171850855074689,3.031069304708648e-07,4.536462198815053e-05,0.0005333185471779572,1.6842382041281395e-05,DEU,1998,0
0.0003928676789678016,0.006102773472599903,0.001353115494492203,9.89686841201607e-06,0.001743880695041865,0.00011263187407137923,0.0009703182885743645,2.316288409553984e-09,0.006944676152023658,0.0006549788207438715,0.001707863924735743,0.0011228567803264775,0.007680492651702236,0.0006447619817829778,DEU,1999,0
