True Positive (TP),False Positive (FP),True Negative (TN),False Negative (FN),Precision,Recall,F1-Score,ROC-AUC (Combined),ROC-AUC (T2),ROC-AUC (SPE),Average Precision
46,185,1301,183,0.1991,0.2009,0.2,0.6031,0.6473,0.5115,0.1894
