GDP_Growth,GDP_PerCapita_Growth,Inflation_CPI,Total_Reserves,Unemployment,Current_Account_GDP,Trade_GDP,FDI_Inflows_GDP,Exports_GDP,Imports_GDP,Gross_Savings_GDP,Exchange_Rate,Manufacturing_Value,Investment_GDP,crisis_label
2.6909132244921046,2.6074468248567664,-0.03559707964333518,-0.34907912435140176,-1.1058921997911415,2.1293900777090613,0.2345726908555198,-0.48689889340534886,0.32638540207202194,0.1230808023226045,1.1038503584546224,-0.2246627339365387,-1.5895308254453486,-0.27021292704787375,0
-0.6383632664794175,-1.838100927192028,-0.03559707964333518,-0.34700468923184397,-1.1058921997911415,2.1293900777090613,0.2345726908555198,-0.4487644378197644,0.32638540207202194,0.1230808023226045,1.1038503584546224,-0.2246627339365387,-1.6018842071063313,-0.27021292704787375,0
0.0321100178406544,-1.1089465691772673,-0.03559707964333518,-0.3460985277484543,-1.0873781728579803,2.1293900777090613,0.2345726908555198,-0.42292976184885106,0.32638540207202194,0.1230808023226045,1.1038503584546224,-0.2246627339365387,-1.5738706806047038,-0.27021292704787375,0
-0.530134814093302,-1.5747412335436475,-0.03559707964333518,-0.34489660045114306,-1.0473362076304458,2.1293900777090613,0.2345726908555198,-0.35694814616188353,0.32638540207202194,0.1230808023226045,1.1038503584546224,-0.2246627339365387,-1.5285018811615976,-0.27021292704787375,0
0.9903066226965306,-0.01886309994900111,-0.03559707964333518,-0.34339291672537303,-1.0617599262876758,2.1293900777090613,0.2345726908555198,-0.4412399892358674,0.32638540207202194,0.1230808023226045,1.1038503584546224,-0.2246627339365387,-1.7475914747258372,-0.27021292704787375,0
0.9341127097992035,-0.019623153470385638,-0.03559707964333518,-0.34115769084166764,-1.069079425307763,2.1293900777090613,0.2345726908555198,-0.3724447784347177,0.32638540207202194,0.1230808023226045,1.1038503584546224,-0.2246627339365387,-1.715363502441208,-0.27021292704787375,0
0.6941098600907004,-0.805975205749838,-0.03559707964333518,-0.3395892573317856,-1.0613293675217883,2.1293900777090613,0.2345726908555198,-0.39976727862640815,0.32638540207202194,0.1230808023226045,1.1038503584546224,-0.2246627339365387,-1.7389401501938153,-0.27021292704787375,0
1.339525128334468,-0.6451306138010556,-0.03559707964333518,-0.3388955596350909,-1.046259810715727,2.1293900777090613,0.2345726908555198,-0.41531622444189864,0.32638540207202194,0.1230808023226045,1.1038503584546224,-0.22466269061479077,-1.519480762414614,-0.27021292704787375,0
-0.7916463957305796,-2.5190423239390336,-0.03559707964333518,-0.3369676806759705,-1.011384550678842,2.1293900777090613,0.2345726908555198,-0.4090684955165359,0.32638540207202194,0.1230808023226045,1.1038503584546224,-0.224662214075563,-1.391178122322058,-0.27021292704787375,0
-0.08734906905451695,-1.732640646633285,-0.03559707964333518,-0.33289580956276976,-0.9840440690449878,2.1293900777090613,0.2345726908555198,-0.6152754712458071,0.32638540207202194,0.1230808023226045,1.1038503584546224,-0.224662214075563,-1.404015207866426,-0.27021292704787375,0
2.0578765307794527,0.42318098734626186,-0.03559707964333518,-0.32510190577162507,-0.9722037029830822,2.1293900777090613,0.2345726908555198,-0.5220363853456573,0.32638540207202194,0.1230808023226045,1.1038503584546224,-0.224662214075563,-1.3142731159076797,-0.27021292704787375,0
-0.49292781005756,-1.913963433268408,-0.03559707964333518,-0.32338883911931604,-0.9306547820749413,2.1293900777090613,0.2345726908555198,-0.2988859255080515,0.32638540207202194,0.1230808023226045,1.1038503584546224,-0.224662214075563,-0.5744162472936166,-0.27021292704787375,0
-0.2138304653309516,-1.5673543261790466,-0.03559707964333518,-0.32037339264896175,-0.8841544353590948,2.1293900777090613,0.2909334310174299,-0.4437761125296355,0.3374799045983155,0.23237107876736057,1.1038503584546224,-0.224662214075563,-0.618071132300324,-0.2626852667470223,0
1.504155546810614,0.16286208675086208,-0.03559707964333518,-0.3211074881197162,-0.8316262659208234,2.1293900777090613,0.45311394194559823,0.012584515844000693,0.5444560661652467,0.33958858845903617,1.1038503584546224,-0.224662214075563,-0.7577859640892874,-0.33535431152588724,0
1.7108118924850255,0.4461708497961606,-0.03559707964333518,-0.31166557743385986,-0.8182789441783119,2.1293900777090613,0.7048144828442382,0.4701227576094043,0.7909158976265663,0.5945106636152824,1.1038503584546224,-0.224662214075563,-0.8886162380332812,-0.7112171330226744,0
0.439595796501342,-0.6984546054838233,-0.03559707964333518,-0.3048617739379699,-0.7849106398220329,2.1293900777090613,0.7563104324792554,0.36993653529943205,0.920442814331885,0.5530033063417357,1.1038503584546224,-0.224662214075563,-1.0463537548472928,-0.6783123626536551,0
1.7839024046829608,0.053350701651792856,-0.03559707964333518,-0.2867379814129463,-0.8184942235612556,2.1293900777090613,0.7548658252958412,0.33308458136792374,0.9540525945471856,0.5100695467410105,1.1038503584546224,-0.224662214075563,-1.2122441005853457,-0.8349389882359788,0
-0.011211336695468992,-2.8060389752753125,-0.03559707964333518,-0.15062384706454865,-0.8249526050495676,2.1293900777090613,1.0593765086991196,0.2968319222124805,1.0751557820838644,1.0281347780165082,1.1038503584546224,-0.224662214075563,-1.3223702682722376,0.20093161755167976,0
-0.009202207278789998,-2.7514928704002855,-0.03559707964333518,-0.2755545115160271,-0.8499250134710409,2.1293900777090613,1.2652610973125982,-0.23609546871729736,1.2841933503237777,1.2278454407383979,1.1038503584546224,-0.224662214075563,-1.3965541501727452,0.183269058556121,0
