economy,year,GDP_Growth,Inflation_CPI,Unemployment,Current_Account_GDP,Reserves_Months_Imports,Exchange_Rate,FDI_Inflows_GDP,Exports_GDP,Imports_GDP,Gross_Savings_GDP,Investment_GDP,Manufacturing_Value,Domestic_Credit_GDP,Broad_Money_Growth
CHE,1999,1.68007571116809,0.806444380959459,3.053,9.36807372652254,5.29221636992954,1.502155,4.8164248381677,46.1684854176937,42.9262892875835,34.7851291489025,28.038319761824,18.2717993806762,149.160661652256,13.2799202208374
CHE,2000,3.63321673470911,1.55852919679008,2.658,11.1830809846991,3.71646131613972,1.6888425,8.17521915675575,50.8536330810172,46.4996696941293,38.857015332636,27.9176282410949,17.7416316807995,140.300296124263,-16.930526803309
CHE,2001,1.59219781357001,0.989020329832545,2.49,7.10867997766228,3.56768315967572,1.687615,3.36538740800036,49.4335424078329,45.7790870672196,35.5501803671281,28.5122550939251,18.4648980198787,134.976056409222,3.91325899092265
CHE,2002,0.380410134195273,0.642711506543278,2.924,7.33454803627006,4.38047244829935,1.5586075,2.63053078099282,47.8008974246151,43.0987566735016,34.0066338906662,27.2487659367689,18.8612715261369,135.480432997259,5.7321146989266
CHE,2003,-0.284222357857615,0.63827293088719,4.117,11.145732111859,4.27684182116484,1.34665083333333,5.37997633214374,47.1639744765375,42.5852376577067,37.453265413512,26.7513983417559,18.7019407966153,139.161484664263,8.35913016889283
CHE,2004,2.58692895529093,0.802908730955226,4.316,12.370559423016,3.92301370716735,1.24349583333333,1.73644742922473,50.8466167037044,44.1861434566624,36.9493533217277,25.0557566926262,18.666972883118,140.924568613317,2.85023318029875
CHE,2005,2.95208487460334,1.17195420333703,4.437,11.2370098937934,2.51617493578477,1.24517666666667,0.627760062642509,53.3710182552627,48.2978742326135,38.778128212266,27.458181859409,18.958652222549,144.228510209127,6.88769804723943
CHE,2006,4.13432251467916,1.05950928324805,3.995,12.5827051327396,2.56436167235939,1.25384333333333,11.9904120847301,56.1815905395898,49.5803263271633,40.8816385961656,28.2033629386961,19.2890205326338,147.92858367262,4.60606762087496
CHE,2007,3.98319384807056,0.732350603122236,3.641,8.62602411965998,2.3636319329158,1.20036583333333,9.75729400131519,61.0846070566273,51.6253647050757,36.3960369170054,27.1952335500482,19.488349708293,151.063646993445,3.32901707682785
CHE,2008,2.53159615417233,2.42604117060157,3.35,1.71685956202742,2.04763355976139,1.08309,0.5204308601517,62.7755226114318,53.5671191334374,29.0816593224405,27.637426604477,19.6435012643819,143.978771187878,4.01897023809639
CHE,2009,-1.93490944903913,-0.480481936423305,4.109,6.20993663529341,4.26935140341523,1.08814169630268,8.45520486310627,57.6099783739418,51.4527528962893,35.2022740592926,28.7707915094253,18.3208023264083,152.589138144841,7.6057570610455
CHE,2010,3.26063082122047,0.688238707219975,4.808,13.5122041081735,7.56172322193645,1.04290564573352,2.8968438323572,64.3662982851714,54.836162238006,40.0247978926619,26.3569227706682,18.3166240162527,151.124117500095,5.501184989208
CHE,2011,1.40766067483813,0.2313492076509,4.409,6.78869248151288,7.44644961446411,0.888042028223281,2.85527784754459,66.2018319881441,58.8455355704939,35.899139925548,28.7441224133593,18.708948073265,153.882471661955,11.2288814640572
CHE,2012,1.12413575027705,-0.692552018105163,4.491,9.26545401355282,12.2950040469463,0.937684480709349,5.72352684333341,67.4290703358076,58.4368702528801,36.4841396511099,27.1030209487493,18.3426070483841,159.565695854112,13.0049811619879
CHE,2013,1.83612392927999,-0.217323155115673,4.747,10.0987695815989,11.7256836953022,0.926903547758285,-3.46803774147053,71.5387969810933,61.2617383404455,35.9487257790326,25.7348146586546,18.4192868942775,161.204723861096,4.07568743554397
CHE,2014,2.54342347675991,-0.0132025387515946,4.826,7.31047606764298,11.7247018785997,0.916151047283613,2.83378237216102,64.7317061911352,54.4988246027965,33.9653977172511,26.3311648855109,18.2576883092773,161.86455636843,4.5699547970414
CHE,2015,1.45450336491099,-1.14390867228178,4.801,9.03526946600204,14.0381093116377,0.962381328004354,17.0946761521558,63.254588058839,53.1154318728083,35.2371146450826,25.9410074917815,17.8568423587127,163.923941772786,0.0794145151533264
CHE,2016,1.91159094214852,-0.434618664285815,4.918,7.11825025698579,14.7781437779488,0.985394394244835,24.4555901017489,66.2372910110226,56.7044441677562,33.9368664565703,26.6210457356761,18.2447554804173,167.772890998961,3.30738697507558
CHE,2017,1.42034612231261,0.533787839825876,4.797,5.23116441578826,16.5202615600178,0.984691666666667,20.7708262545671,65.6423588005133,57.3060367886332,32.4328073824832,27.1836865705199,18.432255769318,,
CHE,2018,3.32743256101493,0.936335464113572,4.713,5.9935622611881,15.1105604842755,0.977891666666667,-21.8417322340093,66.7444127590223,56.755416947834,33.3887858370377,27.2924547005501,18.5519498038638,,
CHE,2019,1.11532187197474,0.362886179940674,4.394,4.02412129092586,16.5474933642214,0.993709166666667,3.03579308743079,66.1484505764437,56.8740592564204,31.8152468431882,27.8910708551059,19.2121227464848,,
CHE,2020,-2.2552579425106,-0.725874933313403,4.817,0.439023949410653,21.3472405398935,0.938965,-31.5520454460584,63.5682266863333,57.8828739234285,31.9985940374384,31.3016462281195,19.0466157972256,,
CHE,2021,6.17622836050151,0.581814168489856,5.013,7.43974843118479,19.2467144477569,0.913845833333333,-14.366241892487,69.9421328454497,58.0619868071113,35.7819679881188,28.1537223975792,20.6927435425858,,
CHE,2022,3.53430286842426,2.83502798644451,4.122,8.95592029075919,15.0105362573548,0.9548325,-1.44605128264693,74.9648944789973,61.2709765693661,35.7550516865487,26.6594304095158,19.9238153481674,,
CHE,2023,0.825560934124624,2.13540088016387,4.043,5.86347462172406,12.943374645767,0.89849,-12.43582733744,70.3187381654557,59.4184563829442,34.2918279087593,28.5542320055981,19.3565839417811,,
CHE,2024,1.39033363875791,1.06234041976595,4.343,8.88762829753527,13.1903467469865,0.880440833333333,-11.1757250603926,71.202289539209,59.1522265023689,34.4900895678252,26.7253398015124,19.0664242883381,,
CHL,1990,3.59872304691744,26.0364811362364,,-1.44968764303319,7.14900044892737,304.903333333333,1.97794818425857,32.2119449244153,28.9966928543665,24.3290776390403,25.7232653777983,18.3510106606134,,24.2444285445799
CHL,1991,7.75620189312957,21.7844124277757,5.23,-0.25554288126347,7.66578870983008,349.215833333333,2.1518436890016,30.9848794845346,26.5226676793206,23.4480570467047,23.341676276014,18.883713815397,,26.9741137081853
CHL,1992,11.5019314370192,15.4258064688928,4.35,-2.0561295791378,8.23840818452574,362.575833333333,2.01143578120064,28.5950704800945,26.9466772202601,22.8071945542299,24.8635574680026,18.7466721498403,,26.0801784390471
CHL,1993,6.6855844008042,12.7277669490964,4.49,-5.11105015900292,8.24707920583704,404.165833333333,2.07129503152446,25.5450555023598,27.3687975536673,22.2682123147593,27.7812912604082,19.0213910522911,,24.5375002735213
CHL,1994,5.07680374667352,11.4431196444973,5.87,-2.76296605169419,9.78937723178402,420.176666666667,4.49543455707598,27.2530179794726,25.5546659744932,22.1204981483329,25.5343368834102,19.0914315209027,,11.6694985587633
CHL,1995,9.25542757753573,8.23263034116114,4.7,-1.82822028885922,8.1486305612366,396.773333333333,4.00566641535027,28.4806033041148,26.2068802957705,24.6205748249686,27.5292622461532,19.2514284613681,,24.3475256018565
CHL,1996,7.1148626270751,7.35911781788767,7.414,-3.92274308347759,7.62414656344975,412.266666666667,6.1267050997206,25.9504471585508,27.9703051278948,25.3183250176561,29.8812134444565,15.2270915521376,,20.094079349474
CHL,1997,7.3917392684331,6.13386464357927,7.136,-4.26887262850027,8.01659166260048,419.295,6.14802074641292,25.8780061517668,28.2212958576073,25.0763604901302,29.8592663281389,14.8805358615268,,24.4673526760198
CHL,1998,4.18088662700669,5.11024954517559,7.307,-4.77915592737757,7.52956169593099,460.2875,5.64436806174344,25.1435824160666,28.6925981884673,23.394979013313,28.6186850894279,14.4175533248013,,13.2940124003087
CHL,1999,-0.2736313981937,3.33687917526023,11.158,0.131436581248041,7.9890586585589,508.776666666667,11.5919139537542,28.3091122404956,26.3864973847019,22.4833163552083,22.5504742140038,14.6831041266895,,12.9848172513259
CHL,2000,4.9716214882971,3.84327295706565,10.491,-1.14568457860136,6.85717827919584,539.5875,6.20376708218785,30.1237545610247,28.5881687725565,22.5017238796311,23.7507565901543,15.1925274307283,,9.09259869123507
CHL,2001,3.15403492459967,3.56910053001467,10.39,-1.53703377110132,6.80413071957789,634.938333333334,5.8676609577396,31.8473112100134,30.2974551227546,22.9540058130082,24.0912149524836,15.9367774372627,73.0816959622537,82.588308363306
CHL,2002,3.20279913520113,2.48939816650705,10.168,-0.825565731667288,7.41200312328544,688.936666666667,3.62905823074114,32.2572216653296,30.2266330761295,23.1216893179353,24.1083893516193,15.7836746848203,74.3460982791172,6.07916276465261
CHL,2003,4.72324526861041,2.8101787574361,9.765,0.214600395822681,6.63634219064207,691.3975,4.556949756395,35.0609735492762,30.6324426463729,23.5378279968254,23.3991373808031,15.193758641042,75.8320621380067,-0.512352386177694
CHL,2004,6.67425416822923,1.05473871403517,10.162,3.26056295397732,4.9897200987192,609.529166666667,5.01507138064187,39.6857497510041,30.2036106315913,24.4277327681936,21.2432280953364,14.2216397565536,76.7499857822204,9.55333017615042
CHL,2005,5.83704571917758,3.05257621387849,9.34,1.91109059952903,4.02468955854158,559.7675,4.89870698303569,40.1755713149739,31.8869620579791,25.1302098186106,23.2677016954958,12.8191983284035,77.634565408211,11.1916460143186
CHL,2006,6.04999082563968,3.39201733699405,9.024,5.49643732024025,3.58847634911942,530.275,3.0910197191962,43.8656741327676,29.8459599875652,27.6498812574935,22.1863204596536,11.6836788192905,78.1133233692663,19.1863915854218
CHL,2007,5.16823098528431,4.40779938398044,8.427,5.05557874807609,2.63014804778968,522.464166666667,6.11348994449279,45.1298514125536,31.8471726465886,27.4342310839715,22.3480228340307,10.6421644007916,84.0752473162029,18.7545814121829
CHL,2008,3.78939280635238,8.71626873039607,9.285,-4.18826982519764,3.07151116745676,522.461035833334,10.4571112913238,41.1625609327669,39.5140657210171,24.1492079294954,28.8969424277685,9.97400566946906,100.172568090545,0.236514470150661
CHL,2009,-1.11803723642878,0.353045178360937,11.313,1.43974883336493,4.57044718649424,560.85989484127,7.42256247898025,37.1156346662754,29.5703965832241,24.2769384382053,22.9200072895058,10.2611589858403,102.687075908392,-4.69795098726649
CHL,2010,5.85165102224047,1.41071107954321,8.547,0.896881680744076,3.77838926811689,510.249166666667,6.84144686828522,37.903993986295,31.8136862469673,25.6276932578206,24.7754671336591,9.88717359213424,99.4755906592451,7.71445579506161
CHL,2011,6.22389678509138,3.34121694259302,7.492,-4.91713901662886,4.49169430998687,483.6675,10.4897738058645,37.6897797617714,34.7918624475716,21.6861213065377,26.6462973582796,9.90905317308925,101.863485350982,22.8766979282293
CHL,2012,6.15534001855494,3.00744840213047,6.79,-5.32849119001729,4.42879460913549,486.471303391053,11.9097449981544,33.845591494963,34.3105520389641,23.4686626230969,28.791349395371,9.82773289412941,104.266686517932,10.3007746397346
CHL,2013,3.30850824710085,1.7895555398459,6.361,-4.77606541666959,4.42389600639615,495.272877645503,7.61396398974862,32.0874628670083,33.0558248393655,22.6663184541001,27.4969595601166,9.98503290205937,104.149344550832,11.7428680339608
CHL,2014,1.79264947139259,4.71867527854672,6.761,-3.46029991877659,4.73426591501765,570.34821612744,9.83500371419039,33.0039028305543,32.6307246042164,21.6794787310798,25.1580935799669,9.92046571303201,107.29402770779,8.74251950539312
CHL,2015,2.15194249981184,4.34877353217044,6.605,-2.73506821605392,5.45339619283524,654.124084254196,7.32780348711267,29.1910790733686,30.1580314947545,22.7338612948598,25.5994382084201,10.3988646679795,108.683157928885,9.15150410432211
CHL,2016,1.753038749071,3.78619355893118,6.926,-2.62065852365988,5.78588755052345,676.957736044657,4.55707488153847,27.9231577302995,28.1347025767999,21.0878070381514,23.7087897319925,9.70592438632348,109.658986217723,4.90181744939997
CHL,2017,1.35769537343957,2.18271846868519,7.257,-2.75779980852367,4.90281936187665,648.833792598261,1.89647029836548,28.3313768888156,27.6947817505058,19.8421253926699,22.6366697426235,9.16084501298879,111.859731058874,0.556021107539523
CHL,2018,3.99002947789977,2.43488981353057,7.623,-4.48367554777816,4.38194459144938,641.276813066395,2.68461345207245,28.5290452274717,29.6480060761165,19.603708780321,24.2030786765181,9.6042139700833,116.098274611163,4.1787397649643
CHL,2019,0.644223402631923,2.55754475703327,7.493,-5.21201190646601,4.69728067944713,702.897422561529,4.87915172452024,27.8723266080413,29.7345891776124,19.6831488302629,24.94531502311,8.97674256400038,123.238729784071,12.1600547005451
CHL,2020,-6.1396969411886,3.04549084804326,10.934,-1.96248572878056,5.28711808990111,792.727206103169,4.50500989019161,31.3228006627665,26.8459687305709,19.0916016250211,21.0773285826388,9.01832546015944,123.532570614359,14.065633467554
CHL,2021,11.3374032409913,4.52456838259144,9.281,-7.29452522459608,4.69423974456816,758.955378658977,4.81031437211446,31.974345622206,32.8656468569676,16.6899038524225,24.1498841986761,8.55784652499058,109.258846092778,19.2852459032946
CHL,2022,2.06391864254198,11.643866711056,8.249,-8.87430060140152,3.18145571608366,873.314189543014,6.2344860828365,35.6216861605322,39.6117335928437,16.8318722707056,25.7670400608281,9.50169647954698,112.669584808771,3.79180342377034
CHL,2023,0.677024831595858,7.58168251407962,9.013,-3.10428872521174,4.39461209765128,840.066526651499,5.72340675956374,30.7750617433637,29.901582730252,20.1458143576453,23.3331278198537,9.58046626138871,109.505087480448,2.612362094973
CHL,2024,2.80512637106611,4.29763891572524,8.718,-1.16817210444884,4.18812833070743,943.572167421488,3.97989457086765,33.7320704435058,30.2256760867506,21.9478492548433,23.1192669583529,9.37258927958029,104.567816282613,-2.12013466218369
CHN,1990,3.9225195692421,3.05229012075233,,3.31811936794009,8.50061506335466,4.78320833333333,0.964431294157465,13.5882641172526,10.6377183627152,36.6228275584888,34.0914985430681,,86.033020264839,28.8665946932793
CHN,1991,9.37563237902144,3.55668565220452,2.37,3.45166169027996,10.1087909129257,5.32339166666667,1.13546978147697,14.4450323111337,11.4279491835766,38.4279725792786,35.5377442696039,,88.101074265209,26.679108289799
CHN,1992,14.2976226152779,6.35398134024869,2.37,1.49380742683803,3.76716826644375,5.51459166666667,2.60348627617638,15.6002410213269,14.4338530320539,40.5262148478143,39.3081668840399,,86.0530634974135,30.7996709482819
CHN,1993,13.9261028311995,14.6100786356602,2.69,-2.59966643215884,3.15485276716324,5.76195833333334,6.16158341638819,16.6339975209836,19.274644137231,41.5944567821618,43.4763551900211,,96.5063917341575,46.6697907289342
CHN,1994,13.0827122987906,24.2569897243361,2.9,1.21849357261851,5.8589383126685,8.61874266666666,5.95964712479176,18.4515778259707,17.1538856989073,41.5641800595348,40.2783746945492,,85.4875547969596,31.5001345261317
CHN,1995,11.0154136659719,16.7912268492666,3.0,0.219237328483813,6.32825586255357,8.35141666666667,4.85635899646063,17.8624291729756,16.2425229859567,39.3812636762869,39.092189056179,,83.7832971610429,29.4610222014778
CHN,1996,9.97328781228394,8.3131587270211,3.12,0.833943624966418,7.71067045739524,8.314175,4.62623979720429,17.8247104643429,15.8040407669576,38.5813284832836,37.7768637845413,,88.9638086375131,25.2731567986698
CHN,1997,9.29759460595947,2.78646505531882,3.23,3.81946407941415,15.3584570935983,8.28981666666667,4.69530688267996,19.3692945938508,14.9442817281513,39.5469344798754,35.7413524462449,,96.1109753817389,20.7273116736513
CHN,1998,7.92354535108497,-0.773186011549318,3.24,3.0345158579566,15.3155648378232,8.27895833333333,4.40097362165008,18.1992267514817,13.9725131842671,38.1766453804451,34.9859486932226,,104.374364546684,14.9043500655997
CHN,1999,7.74123827728161,-1.40147268276465,3.25,1.91286225540032,13.6364945397097,8.27825,3.71556393762674,18.0006905864312,15.2248474895742,36.3928397912428,34.2336141056633,,109.399598813293,14.6664777063988
CHN,2000,8.57357328926101,0.347811226864587,3.26,1.67667411710879,10.9413586396921,8.27850416666666,3.43984725315719,20.681599363293,18.3293431142068,35.5826474435708,33.6326827140045,,109.994877039067,12.3247819807429
CHN,2001,8.32404695347056,0.719125609120114,3.8,1.28417196444636,12.6317565159013,8.27706833333333,3.47245235578959,20.0776873829946,18.0049595688389,37.0775585847377,35.523858010134,,108.774792189184,15.042413505773
CHN,2002,9.23604870383861,-0.731970902350244,4.24,2.37759984341841,15.2992330754394,8.2769575,3.56241418263928,22.3518233715808,19.8426189671605,38.6609215616113,36.0687816828708,,115.979390472452,13.1404362825777
CHN,2003,10.1138119025242,1.12760348729637,4.58,2.55665409110255,11.442740318432,8.27703666666667,3.43849537731211,26.6023738514511,24.4751062787292,42.1609224814857,39.4280130265115,,123.908441331551,19.2397666568681
CHN,2004,10.1404291872206,3.82463743108159,4.49,3.47450259619584,12.904400622439,8.27680083333333,3.43299015092913,30.6097162464404,28.0306177944035,45.3715794530289,41.6343741627493,31.5101594673259,116.911160094503,14.8869201406815
CHN,2005,11.4535130030645,1.77641407667571,4.52,5.71199843031159,14.1697653869492,8.19431666666667,4.49218509012467,33.3687977498922,27.9912771909315,45.5417056569754,40.178086700104,31.6564574964127,110.318412911549,16.741652395309
CHN,2006,12.6752842281595,1.6494309945586,4.43,8.30532573537484,15.3932049867437,7.97343833333333,4.44499743873593,35.5268468681701,28.0427329939926,47.7875413024031,39.6897003482818,31.9945213596647,107.618484093695,22.1161188523734
CHN,2007,14.1507710506103,4.81676767378834,4.35,9.79958953536148,18.0957914112379,7.6075325,4.33537500236917,34.9066956194649,26.3597683811527,49.7906549255041,40.2220879226288,31.9005932714931,104.210464888538,16.7355345835518
CHN,2008,9.66877608164454,5.92525137041092,4.59,9.01086996317632,19.1459316518489,6.948655,3.67520717506325,32.092513602143,24.6186193981779,51.2655667529843,41.9607249432501,31.6169791482305,100.407960956815,17.778107551017
CHN,2009,9.40610014336416,-0.728165250932898,4.72,4.68740638141982,25.389762462257,6.83141605176666,2.52538984334254,24.3307718125403,20.0889926205716,49.8735875934712,44.9282638913962,31.0611528606438,122.30114770831,28.4232778726154
CHN,2010,10.5916903885704,3.17532475269199,4.53,3.8402567341525,21.8294857327459,6.77026902870939,3.93541996731512,26.7227451502469,23.1313270836509,50.7951259924622,46.1023443345586,31.0748956423241,124.425608463989,18.9483146133247
CHN,2011,9.46205248298186,5.55389892257493,4.55,1.77399724587567,19.1307572380525,6.46146132655007,3.65069190228423,26.1518828948759,23.7939443304884,48.6410622284448,46.2703012824496,31.5623565182378,121.167093127879,17.3229697862854
CHN,2012,7.8578201481217,2.61952432645541,4.58,2.48328422404794,19.0830480218235,6.31233282683186,2.78099138181613,25.07670432956,22.4035087488717,48.1956233738576,45.8169211701107,31.0143036500115,126.819734509975,14.3916520166902
CHN,2013,7.77842954757257,2.62105001748115,4.6,1.52111320885029,19.5432820448992,6.19575834608231,2.98598708261986,24.1633430905854,21.7526982889717,47.0363460228068,45.9224093546636,30.1275021518721,131.939045697462,13.5889022146314
CHN,2014,7.46100735778161,1.92164162788521,4.63,2.21130586371267,18.9654201864734,6.14343409448867,2.51155883670463,23.0719766947263,20.9964797865269,47.2736238197056,45.3115352657107,29.8300397890826,137.623726308462,11.0119361361336
CHN,2015,6.98162255562367,1.43702380935655,4.65,2.59752794949746,17.935784855181,6.22748867298455,2.14957284731563,20.9390642234326,17.7581206128298,45.1016053776732,42.7349872564364,28.3889960582852,149.628832038708,13.343101694296
CHN,2016,6.7736886867727,2.00000182191943,4.56,1.67018709565352,16.7160982737837,6.6444778294468,1.52539470315394,19.2036507365412,16.9735199564368,43.8678663976574,42.1386166189127,27.5237594259275,153.192761827313,11.3331189514331
CHN,2017,6.89123916636191,1.59313600071436,4.47,1.50488723669316,15.4175323187252,6.75875508633597,1.32468971748482,19.3356301657728,17.6152224500872,44.3202552812278,42.5497375507577,27.5998559245177,152.089747458443,8.10977796183974
CHN,2018,6.757806142324,2.07479039965576,4.31,0.170563391928727,13.1417391678264,6.61595717735439,1.66361992284408,18.770519802938,18.1238645885338,43.7715764233009,43.313827489682,27.34341880328,154.991560224764,6.99106169351358
CHN,2019,6.06737806333672,2.89923416358227,4.56,0.619961080716059,13.6333355975394,6.90838500992901,1.28549226847992,18.1398222864053,17.3146127417354,43.2925997301417,42.6695374085222,26.2594662949297,162.207566232758,8.8822790596896
CHN,2020,2.33950385203023,2.41942189457782,5.0,1.49179592498582,14.4970336212148,6.90076726944925,1.68770756292082,18.2696013805051,16.0681770933789,43.4998633494291,42.5723735094229,25.5809804288007,179.104100221958,10.0135623141248
CHN,2021,8.57038414981781,0.981015135544882,4.55,1.6339546037037,11.4763094263764,6.44897518024316,1.8903454142588,19.4350556514909,17.2078233128845,44.679938707538,42.6822612949312,26.621932558827,173.554518720488,9.0757457335677
CHN,2022,3.13385438394069,1.97357555739051,4.98,2.20640460953834,11.0459629699848,6.73715811237119,1.03841365474349,20.227756033041,17.28479964513,44.8335710565362,42.3554333470499,25.9806695043084,181.785162429715,11.6633002240566
CHN,2023,5.41600334492955,0.234836828893051,4.67,1.40681103517507,11.4423012102454,7.08399842343631,0.280991103634816,19.4023091648376,17.3368405290018,42.5717088559186,41.1297102455381,25.0144267929987,189.606708989308,9.84883453512065
CHN,2024,4.95830378788091,0.218128938439177,4.59,2.46818591485776,11.0155252612111,7.19749110789917,0.227695125306895,20.4428283665891,17.5132317706653,42.7150109198495,40.4815134449629,24.8415841892631,194.312528264561,6.8107070839647
COL,1990,4.28199833053058,29.1520245976215,,1.13284627622115,6.14324307436319,502.26,1.04506114042541,18.8626690286416,15.9151413516665,20.8809990215218,20.606730546634,18.0333075421471,25.9105916549165,
COL,1991,2.00160759559029,30.3878204854436,10.12,4.77635581102987,9.28346805592216,627.1525,0.929119963410911,19.0945389024404,14.4353791922749,22.969138967868,19.1054638472664,17.908127156721,23.4043091760028,32.8410928222499
COL,1992,4.04492943933556,27.0106266231361,9.44,1.54179329402071,9.01324448135516,680.385833333333,1.24736846158865,16.5185546953654,17.093036648287,19.0840914161403,20.5545014602291,16.8422107892647,25.2421600275776,39.0322790153926
COL,1993,5.38540993901029,22.4424828533275,7.8,-3.1640347587015,7.02412147667847,786.346666666667,1.44341026306631,15.1844952854784,20.9929761594843,17.9033564529234,24.9421331103752,15.832146074946,28.6713526450495,39.0100341947419
COL,1994,5.81466190724336,22.8462417553045,8.25,-4.48814605215356,6.0621858658826,826.54,1.77042262125538,14.9983618345688,20.9191756155692,19.1014471430903,25.5384467490805,14.9969758426646,31.0736127250167,45.7348710917547
COL,1995,5.20243759278655,20.8917930194849,8.72,-4.8816442586875,5.55385498998115,912.895,1.04680224097574,14.5337428892103,20.9634874285564,18.5069819560282,25.7987433287578,14.7615046482786,33.6634295845069,28.2328580125072
COL,1996,2.05585471287195,20.7975755127402,11.81,-4.77689886981533,6.21006550947989,1036.6225,3.20262771722448,15.199461701397,20.8446454849312,15.1092759008573,22.1509386589832,14.4092035112335,35.3234826301522,21.0279620938304
COL,1997,3.43029367788374,18.4700217119089,12.14,-5.39146862906034,5.50497562649279,1141.11666666667,5.21492781259777,14.8415437434707,20.7555243452086,13.4982471432482,20.9237506240474,13.7888033704677,36.4758451431847,23.8811471536528
COL,1998,0.569784088434517,18.6769799276672,15.0,-4.93441634428213,5.26353880321724,1426.42416666667,2.87354611202614,15.0073508369912,20.9015722165226,12.8738114704469,19.7280791808155,14.0513156430057,35.2185505194702,11.3581980959744
COL,1999,-4.20401524244947,10.8736870857471,20.06,0.778526882820605,6.21433789847812,1756.68583333333,1.74959315214541,18.3465787501541,17.8027005640253,13.5414493229445,12.8801341708134,13.8493757183593,31.654183439449,11.8974582029556
COL,2000,2.92486148176778,9.22534818585366,20.52,0.846461525527854,6.11807066146249,2087.91833333333,2.43950747934181,15.915139715438,16.7519457538687,13.5749686725974,14.8956270290748,13.9327006536198,20.9474743929536,3.64844934326372
COL,2001,1.67789830787579,7.96556090304834,15.04,-1.05937674050926,6.35050313316505,2299.89333333333,2.58851936306874,15.3871357665009,18.5139760284435,12.8346353937112,16.0322513515548,14.1371966473471,21.9066125992657,19.5857328904759
COL,2002,2.50398046659659,6.35150728778872,14.481,-1.3162316381602,6.88344697376663,2504.68083333333,2.17844751407948,14.8155696775272,18.1670695368963,13.9254606168321,17.2515418448331,14.0329280173486,21.5233089569655,4.60750532418349
COL,2003,3.91827190322513,7.1297886294186,13.221,-0.963598625978888,6.38908287123236,2877.54333333333,1.81783931129221,16.5752997117627,19.9408838054673,15.3964953055729,18.6818190163212,14.2374561677284,21.0762350135313,10.5253958714064
COL,2004,5.33302206759905,5.90402005546502,13.717,-0.66148309595793,6.53943297009272,2628.36833333333,2.66083488771203,16.7707514248023,19.0926755089972,16.8283644027065,19.4409966142669,14.4134103625529,22.1991386566001,19.2887753120297
COL,2005,4.82876110773741,5.05101962689696,11.062,-1.33773107053946,5.66028976102222,2321.13166666667,7.02979401438219,16.9710437391629,20.4516537557921,18.4240690966926,21.6562413080915,15.9910403067837,22.7527186089507,17.6334785783414
COL,2006,6.71686869844402,4.29342363628927,11.088,-1.8486662357596,4.86472956969639,2358.59460526316,4.17238510059526,17.7285877506525,21.9127682099768,19.0107722890368,22.9389629039528,15.9786060942757,27.3293271996088,17.9495885478403
COL,2007,6.73819469090975,5.54438485815156,11.204,-2.9819266093631,5.20777056364354,2077.81095833333,4.30867680626701,16.4331421263646,20.6657549719257,18.638649868679,23.4542806868515,16.1542662179759,30.566568223407,17.3922512072947
COL,2008,3.28344618616541,6.99688495554511,11.273,-2.67924104556952,4.91891189527839,1965.1375,4.35627834630067,18.1095951350739,21.0580542813616,19.5682086075973,23.7209214485662,15.3737037145843,31.3428821283831,18.4819792755539
COL,2009,1.13964864548062,4.20251661216482,12.066,-1.90692601755576,5.98237462562041,2157.59833333333,3.45627065154005,16.4244956875755,18.731632819883,18.6699966386017,21.9875830884376,14.7800723322979,30.0588498093341,8.05588580513637
COL,2010,4.49465897070922,2.27200227892008,11.153,-2.99583091222973,5.43925016289306,1898.9975,2.24433595561184,16.3408447597691,17.923758408999,18.4559135277445,21.8887622688674,13.9670256956953,32.352958637797,11.4576625933083
COL,2011,6.94789198173555,3.4150334477625,10.288,-2.90611447190462,4.63778352646321,1848.01666666667,4.37269536127322,19.2765050733171,20.1939184812196,19.3455564254972,22.9955914400596,13.217602576964,34.9599738877776,18.9238170418615
COL,2012,3.91263576716115,3.16930188840055,9.959,-3.14008013112593,4.96194403534215,1798.01166666667,4.05728041313345,18.8112052836654,20.0239457350035,18.3713284261771,22.1046440622529,13.0892848837297,37.7448515262877,16.0716080723658
COL,2013,5.13399351995672,2.01699224310383,9.246,-3.23615067105022,5.77599378124281,1868.895,4.24252457969381,18.0864397214368,19.9002090764088,18.1897993478304,22.1825448506007,12.6623563037307,39.4836916913459,13.734793833431
COL,2014,4.49903000110972,2.89883787761738,8.799,-5.19843119341791,5.95800832936949,2001.105,4.24107256687862,16.6347491096509,20.8527165314594,18.1560951133674,24.0033136584861,12.2693186420816,42.3846056970013,9.19089669585043
COL,2015,2.95590137527523,4.9898311584953,8.572,-6.3723044223088,7.29304800301966,2741.78166666667,3.95939854860993,15.6502115094968,22.7105526089485,17.3698672741382,23.7736922946916,12.4008937581087,46.9053935998568,11.4209959856794
COL,2016,2.08738250162794,7.51346024627675,8.922,-4.4519506775159,8.32883468161759,3055.255,4.90164572903473,14.7171392781975,21.4855137060045,17.4778572831634,23.1674195572494,12.297778837716,47.0541978052353,7.18656806506316
COL,2017,1.35936086788746,4.31431325695011,9.086,-3.18224191114871,7.88739431363663,2951.48691120161,4.3931823276543,15.1452897484005,20.1376251940583,17.1021276324029,21.5993768407696,11.4095935667718,49.8054213986162,6.78977108858741
