economy,year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
DEU,2021,0.8496379940287578,-0.03534459218735293,-0.14108544092670358,0.2640651912137476,-0.19916309393841788,-0.5977390672991871,-0.1950159860015974,-0.024547414077846965,0.4329928440363038
DEU,2022,0.5676317340962518,0.030031164478992678,-0.33121224265096993,0.21796296071116983,0.08633724728821446,-0.7683438136185425,-0.6021675421418763,0.20464921505594139,0.011846562448403588
DEU,2023,0.4236804010085269,-0.04768807098161119,-0.49371045450289736,0.6886898160957404,0.05210555098621491,-0.812901394290408,-0.7331597109789871,0.21082140988277276,-0.5209291102855504
DEU,2024,0.31007021582188116,-0.07861417052520488,-0.48476521879693196,0.8333424602226788,0.02894845126023816,-0.7903576764278307,-0.652533378416248,0.19010658030810557,-0.3171864370511545
EGY,1990,0.37907112254284014,0.13992915148052568,0.7202722588268321,-0.40454996416826955,-0.6936151366959776,0.22827534809935612,-0.0875377848557543,-0.6144474416981693,0.4899217843776559
EGY,1991,0.26704453645001996,0.7207579300525739,0.02741693912372952,0.9436816046346501,-1.1708659317436938,0.6640046619527517,-1.0505641042998128,0.40120221816885143,0.4071965873154648
EGY,1992,0.31556146612950453,0.14153249572167048,0.44105683483915314,0.8912209976186736,-1.8429950822519698,0.5802326992213082,0.003105307549646566,-0.46174504487072204,0.33705506867214663
EGY,1993,-0.20392606657997744,0.022199820202039457,0.3928703385728629,0.9417059874727365,-1.5997273712072315,0.9389857380666177,-0.04163125233036684,-0.5426099351106143,-0.12228817258288406
EGY,1994,-0.8584796898717743,-0.0917220981911432,0.5054462282766703,0.15448127569767028,-1.2273159037867423,1.0138446199754731,0.14238235888566367,-0.38631142796887985,-0.25781470539502244
EGY,1995,-0.9704080503052422,-0.07366501655618718,0.6469845831946422,0.18238129112623974,-1.245586582589941,1.0760981591398484,0.13145221799576595,-0.5102242326564154,-0.16323671442834053
EGY,1996,-1.1572017336587674,-0.10723926503950316,0.6257170194776054,0.17943136693464942,-1.3818293758446067,0.8161735450160236,0.1557140148852934,-0.28872935308985176,-0.13371800278533716
EGY,1997,-1.276926759781816,-0.14487299418362615,0.6153226013036366,0.03634450628792818,-1.3370584838939432,0.6779236100850969,0.21786559256806817,-0.21450867108927654,-0.015598641602491784
EGY,1998,-1.0716258245092292,-0.08081784745409931,0.996796974426724,-0.2538802741535684,-0.8343045635991162,0.6178525072871375,0.2508475995889994,-0.17143434011069836,-0.13980456855305717
EGY,1999,-1.0152936092080498,-0.11215777896265303,0.9052546688223072,-0.3988857904067221,-0.6562514499929735,0.51026104738209,0.1481814357704815,-0.2431578345932983,0.11897215746745189
EGY,2000,-1.21340298128052,-0.16214225820448264,0.5680668048229935,-0.4363948441747406,-0.7489706678998819,0.6102298527115139,0.08233062922617553,-0.3672153324333484,0.34327447425073776
EGY,2001,-1.3648535738460508,-0.09827015948508708,0.3175557198122643,0.15329728868085604,-0.6844557487615437,0.6536443165425864,-0.21355446577642576,-0.18843121482416517,-0.013127330614202518
EGY,2002,-1.3443264400850654,-0.0853126069245323,0.22456652793803153,0.4243973639649052,-0.7106172200811455,0.8768704659323693,-0.3035388979454113,-0.2252265091230979,-0.2579683365496479
EGY,2003,-1.1905142648753049,0.020869907972672727,-0.016461938424010763,0.7741539715176035,-1.1059756902158226,1.0529213486842854,-0.30215477043248223,-0.26416493475233477,0.22585731459993946
