economy,year,GDP_Growth,Inflation_CPI,Unemployment,Current_Account_GDP,Reserves_Months_Imports,FDI_Inflows_GDP,Exports_GDP,Imports_GDP,Gross_Savings_GDP,Investment_GDP,Manufacturing_Value,Domestic_Credit_GDP,Broad_Money_Growth,Exchange_Depreciation,crisis_label
ARE,2000,1.9711483798089986,1.5329686860312592,-0.7015829172421121,2.343188000924292,0.17649987806866524,-0.8664196557220569,0.8335011097584706,0.5391290038418949,0.9286978969883988,-0.08801541301435614,-0.4150128463383335,0.14478682424807457,0.47014363947204424,-0.1253796980708391,0
ARE,2001,-0.4834136024082734,1.5329686860312592,-0.6605757994263254,2.343188000924292,0.17649987806866524,-0.29266849147225393,0.8335011097584706,0.5391290038418949,0.9286978969883988,-0.08801541301435614,-0.37891765442323166,0.14478682424807457,1.0931720728625556,-0.1253796980708391,0
ARE,2002,-0.21483394042895962,1.5329686860312592,-0.61468182301073,2.343188000924292,0.17649987806866524,-0.6652015843467594,0.8478500895271793,0.6768122539294729,0.9286978969883988,-0.08135141454621392,-0.41239405634152804,0.14478682424807457,0.018731627882869133,-0.1253796980708391,0
ARE,2003,1.4383111109912885,1.5329686860312592,-0.5628386274301499,2.343188000924292,0.17649987806866524,0.5081647291167356,1.1155011772667756,0.8118781156995794,0.9286978969883988,-0.14565878485695963,-0.5195971291994721,0.14478682424807457,0.4562274896591511,-0.1253796980708391,0
ARE,2004,1.637177610103148,1.5329686860312592,-0.5496653564219698,2.343188000924292,0.17649987806866524,1.6845631084389237,1.4342200276882524,1.1330271225078714,0.9286978969883988,-0.4782321946343586,-0.6199684203303295,0.14478682424807457,1.2617651600923527,-0.1253796980708391,0
ARE,2005,0.4139387309498087,1.5329686860312592,-0.5167321789015192,2.343188000924292,0.17649987806866524,1.4269682742752061,1.601718202074001,1.0807350566197351,0.9286978969883988,-0.44911918966472103,-0.7409762836102314,0.14478682424807457,1.9112833074503532,-0.1253796980708391,0
ARE,2006,1.707474396558526,1.5329686860312592,-0.5498778285350049,2.343188000924292,0.17649987806866524,1.3322167885491751,1.64518147846734,1.0266482179126322,0.9286978969883988,-0.587708871938544,-0.8682414284103501,0.14478682424807457,1.2205271994716493,-0.1253796980708391,0
ARE,2007,-0.019838647640386953,1.5329686860312592,-0.5562519919260598,2.343188000924292,0.17649987806866524,1.2390058966173116,1.8017882019365972,1.6792942810302014,0.9286978969883988,0.3288724953607762,-0.9527465645453816,0.14478682424807457,2.9234486737643035,-0.1253796980708391,0
ARE,2008,-0.017917472458303555,1.5329686860312592,-0.5808987570381389,2.343188000924292,0.17649987806866524,-0.13122541261952816,2.072109508483901,1.9308852424548717,0.9286978969883988,0.3132441547659583,-1.0096567050829222,0.14478682424807457,1.0295992486103471,-0.1253796980708391,0
ARE,2009,-2.2078647235044344,-0.33610400530386564,-0.5566769361521302,2.343188000924292,0.17649987806866524,-0.5383686000876828,2.1048554883531847,2.131085020909162,0.9286978969883988,1.323616851665961,-0.9300267325614663,0.14478682424807457,-0.21106569439046077,-0.1253796980708391,0
ARE,2010,-0.43046676414995955,-0.4556825207657135,-0.5851481992988421,2.343188000924292,0.17649987806866524,0.30974092070849385,2.0128096944571494,1.3727713700603001,0.9286978969883988,0.903999585744357,-1.07675646701868,0.14478682424807457,-0.3805741839789219,-0.1253796980708391,0
ARE,2011,0.9024084442007775,-0.4557938565782288,-0.6299798151492617,2.343188000924292,0.17649987806866524,-0.013748072033805918,2.3539790193324484,1.3971998452175545,0.9286978969883988,0.2631144617840485,-1.1092078395044906,0.14478682424807457,-0.4932349221131783,-0.1253796980708391,0
ARE,2012,0.36931272946320154,-0.49340360725693827,-0.6860724529905452,2.343188000924292,0.17649987806866524,0.16095460996565103,2.7697370259009104,1.516880886093524,0.9286978969883988,0.054032743095057276,-1.1124153969446637,0.14478682424807457,-0.5489288400652037,-0.1253796980708391,0
ARE,2013,0.43037722706554593,-0.41666380922562574,-0.7281419313715076,2.343188000924292,0.17649987806866524,0.14276287938595605,2.776172731567888,1.5460286924424835,0.9286978969883988,-0.2985583965544707,-1.1313966098469115,0.14478682424807457,1.1681454187997526,-0.1253796980708391,0
ARE,2014,0.3562431044546343,-0.19892950634907308,-0.7549134176139384,2.343188000924292,0.17649987806866524,0.2207221858583033,2.735258790359476,1.6950542261737218,0.9286978969883988,-0.14682391181966872,-1.1062811897876974,0.14478682424807457,-0.22672751644000846,-0.1253796980708391,0
ARE,2015,0.9935802478799897,0.102486362673518,-0.7986826728991822,2.343188000924292,0.17649987806866524,0.09168674611216727,2.697263156427653,1.96829815345171,0.9286978969883988,-0.2208775186898633,-0.9715504978305778,0.14478682424807457,-0.4579166292839603,-0.1253796980708391,0
ARE,2016,0.6223641198098148,-0.3263683623247971,-0.8311909061935624,2.343188000924292,0.17649987806866524,0.18932585679813285,2.722787016360488,1.9921809279775968,0.9286978969883988,-0.3312534636133619,-0.9506438540237935,0.14478682424807457,-0.6647420016810344,-0.1253796980708391,0
ARE,2017,-1.1221902596239555,-0.265281154541094,-0.6565388292786573,2.343188000924292,0.17649987806866524,0.2071801180624971,2.7337378909117294,1.983471482729024,0.9286978969883988,-0.3815992205913153,-0.9380926197645116,0.09635800712946652,-0.5819475239904575,-0.1253796980708391,0
ARE,2018,-0.4475101282672096,-0.07261249051904316,-0.7045575268246044,2.343188000924292,0.17649987806866524,0.1334309381435475,2.5713729884009977,1.654768589988422,0.9286978969883988,-0.29540374769845557,-0.9932275361075216,0.04315610176152446,-0.7329345136558097,-0.1253796980708391,0
ARE,2019,-0.5165508473343102,-0.9468920479927868,-0.6843726760862638,2.343188000924292,0.17649987806866524,0.7531969452802585,2.6739068322230684,1.9729254102171407,0.9286978969883988,0.017533495954271224,-0.9771899058654778,0.059816911617170454,-0.21810905358523877,-0.1253796980708391,0
ARE,2020,-3.1037362997819447,-0.9728285107086485,-0.26728991819823655,2.343188000924292,0.17649987806866524,1.2625434751927356,2.8727847379192015,2.583656899841636,0.9286978969883988,-0.037915602891684844,-0.9572256820993867,0.232880170171574,-0.5354051213304638,-0.1253796980708391,1
ARE,2021,0.33544211524401324,-0.5777472908475314,-0.5199192605970467,2.343188000924292,0.17649987806866524,1.0251002051950464,2.979937074841567,2.5378437252455184,0.9286978969883988,0.35729236187066865,-0.9866291079629071,0.07104810626164133,-0.4339748068995099,-0.1253796980708391,0
ARE,2022,1.1044072509175995,0.316043061457951,-0.56942526293424,2.343188000924292,0.17649987806866524,0.8680856812758193,3.0386970910831304,2.6062704134349812,0.9286978969883988,0.46171995296848456,-1.017136849635833,-0.0657733927054627,-0.12492214212562013,-0.1253796980708391,0
ARE,2023,0.27010124331866087,-0.3247560493996938,-0.7226176564325935,2.343188000924292,0.17649987806866524,1.3696427996710676,3.2385733410517448,3.0154807711885314,0.9286978969883988,0.5514149843744168,-0.8947974421943002,-0.0657733927054627,0.7915580953704588,-0.1253796980708391,0
ARE,2024,0.18978996419154773,-0.3183460379956311,-0.7207054074152769,2.5743216126976507,0.3226254989484945,2.2105777097921577,3.2385733410517448,3.0154807711885314,0.9286978969883988,0.5514149843744168,-0.9061640725819747,-0.0657733927054627,0.38819585638419374,-0.1253796980708391,0
ARG,1990,-1.4871953818694843,5.384705078726163,-0.023796876659938224,0.6462676264619864,0.44785797305460834,-0.23885671365740968,-0.7841291301742637,-1.195692988811445,-0.6633392774561029,-1.4029721773252146,1.424391890910338,-0.7026725043317312,103.73111410859767,9.875828360645377,0
ARG,1991,1.5246479818768555,5.384705078726163,-0.023796876659938224,0.03640241403332321,0.29678752511005946,-0.2435349394611605,-0.8960505688506081,-1.1261208765428632,-0.8853950924189617,-1.304029703922472,1.1027965344245825,-0.7411821520839681,12.32166523805431,9.875828360645377,0
ARG,1992,1.2141722188610546,5.384705078726163,0.17167746733241282,-0.3204589041655638,0.4492305649377399,-0.014475447988904376,-0.9409466620633865,-1.0273051641802677,-0.8773606300150318,-0.9847173173942531,0.7645996188791351,-0.7046699704021924,4.90583581156957,0.2816555111701244,0
ARG,1993,1.2841923778238766,5.384705078726163,0.9663231700839269,-0.4987663914228421,0.7093214110290893,-0.2807407500134731,-0.927973662588803,-0.9705098394344557,-0.6448024644185736,-0.523131485304945,0.28028807797984023,-0.668398753871997,3.400542836185191,-0.03765289670280164,0
ARG,1994,0.6686567355868663,5.384705078726163,1.3190268777222995,-0.6355371305538243,0.4221200153371363,-0.19908391353298044,-0.9020998293279361,-0.9084442453678225,-0.6986865293428878,-0.48022838369479653,0.22397542086160085,-0.6429005149727034,0.6881204711652055,-0.12472492485493522,0
ARG,1995,-1.5853361067000704,5.384705078726163,2.814830553489856,-0.24485711052870576,0.3909984748946818,0.06893406536344313,-0.8124431504793311,-0.9331332045072548,-0.6214378493275206,-0.7067482580611847,0.14738691018812505,-0.6469880864834624,-1.2347864406503803,-0.11761020868097656,1
ARG,1996,0.5882970618631688,5.384705078726163,2.455752682460428,-0.33118774051482025,0.497511651577143,0.20234106212588449,-0.7812498855088387,-0.8856745725075531,-0.5660970211738899,-0.5330625883660288,0.18605603644048221,-0.6440959357226137,0.7991254797657977,-0.1262956432232537,0
ARG,1997,1.2592850513616425,5.384705078726163,1.9691915436099021,-0.6149569917102898,0.3917941026622027,0.4044778718255093,-0.775736001360975,-0.8040428437079669,-0.6077781303469185,-0.3472073527635373,0.27868150555007726,-0.6217852257933892,1.4305864438853622,-0.1270808879595186,0
