economy,year,anomaly_score,predicted_anomaly
IND,1999,1.1043577046352087,0
IND,2000,1.0751738858230833,0
IND,2001,1.0475242746414404,0
IND,2002,1.0853688544531204,0
IND,2003,1.171190894416688,0
IND,2004,1.1138203499805903,0
IND,2005,1.0598450351369106,0
IND,2006,1.112118045441959,0
IND,2007,1.3809302432492354,0
IND,2008,1.19404246569606,0
IND,2009,1.1955042241925917,0
IND,2010,1.2504710294610044,0
IND,2011,1.1441882277012403,0
IND,2012,1.1867890563228467,0
IND,2013,1.0356437854847842,0
IND,2014,0.9905431563336743,0
IND,2015,0.9926753170434048,0
IND,2016,1.0192801716002762,0
IND,2017,1.0093591663393173,0
IND,2018,0.98852000728618,0
IND,2019,1.0113718524154538,0
IND,2020,1.2927583640592422,0
IND,2021,1.0516520356041017,0
IND,2022,0.9911385438547424,0
IND,2023,0.9952898696024428,0
IND,2024,1.0060453266410334,0
IRL,1990,1.3804399674535872,0
IRL,1991,1.4684385679099567,0
IRL,1992,1.4183243522618352,0
IRL,1993,1.4901680074925205,0
IRL,1994,1.4994219098985022,0
IRL,1995,1.4673952937855812,0
IRL,1996,1.293937940642491,0
IRL,1997,1.4384292144428696,0
IRL,1998,1.18698651993425,0
IRL,1999,1.491311870634146,0
IRL,2000,1.2632439734152465,0
IRL,2001,1.2959675161104534,0
IRL,2002,1.238850437845452,0
IRL,2003,1.259294108119648,0
IRL,2004,1.5294866046000195,1
IRL,2005,1.2314101289142638,0
IRL,2006,1.544998965516743,1
IRL,2007,1.2470005437038956,0
IRL,2008,1.4866467699261592,0
IRL,2009,1.2672384876915006,0
IRL,2010,1.2807193403947097,0
IRL,2011,1.4078254273189592,0
IRL,2012,1.2365052452867638,0
IRL,2013,1.1698820172114643,0
IRL,2014,1.4761209618051392,0
IRL,2015,2.4949159755184214,1
IRL,2016,1.270125729525041,0
IRL,2017,1.267359225135881,0
IRL,2018,1.238536383022766,0
IRL,2019,2.0954957849821367,1
IRL,2020,1.6002365182375284,1
IRL,2021,2.2530149022302175,1
IRL,2022,2.158854051210376,1
IRL,2023,2.4296322256735543,1
IRL,2024,2.5779179782096584,1
ITA,1990,1.0697399441903919,0
ITA,1991,1.0423746302899954,0
ITA,1992,1.0309745083133635,0
ITA,1993,1.1996183336375674,0
ITA,1994,1.0169955868267013,0
ITA,1995,1.022430613921613,0
ITA,1996,1.0969441408007559,0
ITA,1997,1.1438950201214007,0
ITA,1998,1.0061288210242703,0
ITA,1999,4.018734430221955,1
ITA,2000,1.1391338877427906,0
ITA,2001,0.9919627448465936,0
ITA,2002,0.9890512045487979,0
ITA,2003,1.152424763407928,0
ITA,2004,1.0278884772922754,0
ITA,2005,0.9989102722535496,0
ITA,2006,0.9938496465559036,0
ITA,2007,1.02062173473527,0
ITA,2008,1.1473397043806985,0
ITA,2009,1.2253791813269008,0
ITA,2010,1.0585794341681432,0
ITA,2011,0.9908479359676304,0
ITA,2012,1.1626585668171945,0
ITA,2013,1.173591717965977,0
ITA,2014,1.045736593672999,0
ITA,2015,1.2913315747711895,0
ITA,2016,1.0247825308066247,0
ITA,2017,1.0076372082136902,0
ITA,2018,1.0002910631803563,0
ITA,2019,1.0501098405185367,0
ITA,2020,1.5150431729472116,1
ITA,2021,1.317814606545424,0
ITA,2022,1.0335862123583555,0
ITA,2023,1.2117282766101833,0
ITA,2024,1.1927216804954166,0
JPN,1990,1.192668804492492,0
JPN,1991,1.1845891830991122,0
JPN,1992,1.1604157808592812,0
JPN,1993,1.2199559789424865,0
JPN,1994,1.1949739000598165,0
JPN,1995,1.1858837915222393,0
JPN,1996,1.4324191116052547,0
JPN,1997,1.3171255317634591,0
JPN,1998,1.2792037124939433,0
JPN,1999,1.2274815622079251,0
JPN,2000,1.1884529638136012,0
JPN,2001,1.8434257028453076,1
JPN,2002,1.1069533869889736,0
JPN,2003,1.1475959289108684,0
JPN,2004,1.1519030171436844,0
JPN,2005,1.1024764582982707,0
JPN,2006,1.0942849320858254,0
JPN,2007,1.0812560301803977,0
JPN,2008,1.2566975484125045,0
JPN,2009,1.5848770512640837,1
JPN,2010,1.1600896078608138,0
JPN,2011,1.1532493890994386,0
JPN,2012,1.096744138269911,0
JPN,2013,1.5349003746737535,1
JPN,2014,1.089224416720588,0
JPN,2015,1.2530097527277673,0
JPN,2016,1.150017875688025,0
JPN,2017,1.0931895187708276,0
JPN,2018,1.0717153176230854,0
JPN,2019,1.0949072258386472,0
JPN,2020,1.5861228608563065,1
JPN,2021,1.0876257806264937,0
JPN,2022,1.373824711067042,0
JPN,2023,1.14007416795286,0
JPN,2024,1.2203902851007524,0
KEN,1990,1.2062870795340632,0
KEN,1991,1.2255930844502856,0
KEN,1992,1.2169847213642848,0
KEN,1993,1.3209515063915884,0
KEN,1994,1.4257385862046412,0
KEN,1995,1.635385081543716,1
KEN,1996,1.2498553932757812,0
KEN,1997,1.4933041572311425,0
KEN,1998,1.4137727383073704,0
KEN,1999,1.5610252201327577,1
KEN,2000,1.1432327980458652,0
KEN,2001,1.0892133755423448,0
KEN,2002,1.2457312414841775,0
KEN,2003,1.0552353602723983,0
KEN,2004,1.0509707640329276,0
KEN,2005,1.0889796601303727,0
KEN,2006,1.1143362178099057,0
KEN,2007,1.140583598040371,0
KEN,2008,1.2374513470926012,0
KEN,2009,1.0483458541912423,0
KEN,2010,1.2182047862903544,0
KEN,2011,1.2515271592950612,0
KEN,2012,1.1019778684440262,0
KEN,2013,1.0665806400617064,0
KEN,2014,1.185590619344493,0
KEN,2015,1.0560787478413882,0
KEN,2016,1.002631983129428,0
KEN,2017,1.0076552656655644,0
KEN,2018,1.0085549098798052,0
KEN,2019,1.0117364119374992,0
KEN,2020,1.3214292392411597,0
KEN,2021,1.0376323667917702,0
KEN,2022,1.002319162242205,0
KEN,2023,1.2157768414820982,0
KEN,2024,1.0849541272743644,0
KOR,1990,1.1834516379568762,0
KOR,1991,1.23238063350197,0
KOR,1992,1.1098931989879632,0
KOR,1993,1.1064062671011077,0
