model,kernel,nu,gamma,n_anomalies,pct_anomalies,precision,recall,f1_score,roc_auc,pr_auc,TN,FP,FN,TP
One-Class SVM,rbf,0.25,0.001,429,25.03,0.345,0.4498,0.3905,0.6599,0.29,1104,281,181,148
